repair_rank,node_id,node_role,is_core,role_priority,damage_score,structural_score,core_score,repair_priority_score,factorial_rank,rank_contribution,cumulative_contribution,remaining_core_after_repair,top_predicted_labels
1,172.16.30.31,suspected_compromised_host,True,1.0,0.8733402135042285,0.5,0.7240041281025371,0.8243360854016915,1,0.8243360854016915,0.8243360854016915,0,Bot:61; PortScan:32; Infiltration:30
2,172.16.10.10,suspected_attacker,False,0.85,0.5743761422909717,0.7,0.624625685374583,0.5322504569163886,2,0.2661252284581943,1.0904613138598858,0,DDoS:60; PortScan:49; DoS Hulk:19
