repair_rank,node_id,node_role,is_core,role_priority,damage_score,structural_score,core_score,repair_priority_score,factorial_rank,rank_contribution,cumulative_contribution,remaining_core_after_repair,top_predicted_labels
1,172.16.30.30,suspected_compromised_host,True,1.0,0.8544152329692791,0.5,0.7126491397815675,0.8167660931877117,1,0.8167660931877117,0.8167660931877117,0,Bot:57; Infiltration:31; PortScan:30
2,172.16.10.10,suspected_attacker,False,0.85,0.5654547987211637,0.7,0.6192728792326981,0.5286819194884655,2,0.2643409597442328,1.0811070529319444,0,DDoS:61; PortScan:48; DoS Hulk:17
